鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
貢寮區,土地,長潭段152地號,69.12,都市：其他:一般保護區,,,1101126,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,68409,990,,0.0,0,,RPRNMLQJKIGGFFF18EA,0.0,0.0,0.0,無,0111
蘆洲區,房地(土地+建物),新北市蘆洲區長安街２３巷１號十四樓之四,9.29,住,,,1101120,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850203,61.17,1,1,1,有,有,8300000,135687,,0.0,0,,RPPOMLOKKIGGFGF08EA,47.57,3.27,0.0,有,0291
蘆洲區,房地(土地+建物),新北市蘆洲區九芎街１５巷６號四樓,24.0,住,,,1100903,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0910510,119.61999999999999,3,1,2,有,無,12000000,100318,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLOKKIGGFGF18EA,66.67,6.54,0.0,無,
三重區,房地(土地+建物)+車位,新北市三重區仁義街２８７號十樓,24.75,住,,,1100907,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961214,147.84,3,2,2,有,有,19120000,139558,坡道機械,24.45,1900000,陽台外推；其他增建；,RPOUMLOKKIGGFGF58EA,75.74,11.82,0.0,有,
淡水區,車位,新北市淡水區中山北路二段１８９巷１５弄２７號二樓等共有部分,0.2,住,,,1101129,土地1建物1車位1,,,其他,,,,43.24,0,0,0,有,有,1300000,,坡道平面,43.24,1300000,僅車位交易；,RPTOMLOKKIGGFEF28EA,0.0,0.0,0.0,有,0027
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段２０９號四樓,25.33,住,,,1101112,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050426,175.73000000000002,3,2,2,有,有,12660000,82247,坡道平面,37.61,1300000,,RPUOMLOKKIGGFEF38EA,88.77,7.99,0.0,有,
淡水區,房地(土地+建物),新北市淡水區民權路２３號六樓之３２,5.78,工,,,1101112,土地1建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971223,55.1,0,0,0,無,有,7200000,130672,,0.0,0,夾層；,RPXOMLOKKIGGFEF68EA,32.24,2.83,0.0,有,0293
淡水區,房地(土地+建物)+車位,新北市淡水區自強路４２１號十五樓,38.39,住,,,1101014,土地4建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090610,219.34,4,2,3,有,有,24030000,119761,坡道平面,37.06,2200000,64、68、70地號為無償移轉。預售屋、或土地及建物分件登記案件；,RPUQMLOKKIGGFEF58EA,108.36,16.89,0.0,有,
貢寮區,土地,長潭段152地號,101.25,都市：其他:一般保護區,,,1101129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,111375,1100,,0.0,0,,RPSNMLNKKIGGFFF08EA,0.0,0.0,0.0,無,0294
貢寮區,土地,長潭段152地號,56.25,都市：其他:一般保護區,,,1101208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,61875,1100,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNKKIGGFFF18EA,0.0,0.0,0.0,無,0294
淡水區,車位,新北市淡水區新市一路一段１０６號等,0.24,住,,,1101128,土地1建物1車位1,,,其他,,,,27.6,0,0,0,有,有,1050000,,坡道平面,27.6,1050000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPTNMLOKKIGGFEF18EA,0.0,0.0,0.0,有,0027
淡水區,房地(土地+建物),新北市淡水區新市一路一段１１６號五樓,12.17,住,,,1101128,土地1建物1車位0,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,80.4,2,2,1,有,有,6380000,79353,,0.0,0,,RPUNMLOKKIGGFEF28EA,46.93,9.84,0.0,有,0297
三芝區,房地(土地+建物),新北市三芝區忠孝街１之４２號,109.27,農,,,1101119,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1070124,208.07999999999998,3,2,3,有,有,10600000,50942,,0.0,0,,RPQQMLNKKIGGFEF08EA,182.81,9.51,0.0,無,0298
八里區,房地(土地+建物)+車位,新北市八里區商港三路８５號十三樓,19.37,商,,,1101102,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100506,179.57999999999998,3,2,2,有,無,10581200,62922,坡道平面,34.46,1450000,,RPPTMLNKKIGGFEF28EA,87.87,14.18,0.0,有,
八里區,房地(土地+建物)+車位,新北市八里區商港三路８５號十四樓,19.37,商,,,1101102,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100506,179.57999999999998,3,2,2,有,無,10625100,63224,坡道平面,34.46,1450000,,RPQTMLNKKIGGFEF38EA,87.87,14.18,0.0,有,
淡水區,房地(土地+建物)+車位,新北市淡水區新春街１４６號十七樓,57.62,住,,,1101029,土地2建物2車位2,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,373.02,0,1,0,有,有,22800000,61121,坡道平面,63.64,0,,RPTNMLNKKIGGFEF08EA,188.17,27.92,0.0,有,0299
新店區,房地(土地+建物),新北市新店區如意街９２號,51.77,都市：其他:已開發建築密集地區,,,1100929,土地1建物1車位0,一層，地下一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0780628,112.1,3,3,2,有,有,12300000,109723,,0.0,0,其他增建；,RPOPMLOKKIGGFCF67EA,90.89,10.08,0.0,無,0300
萬里區,房地(土地+建物)+車位,新北市萬里區新墾丁路５０號５樓,78.15,住,,,1101122,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890414,235.72000000000003,3,1,2,有,有,5200000,22060,坡道平面,0.0,0,,RPOPMLOKKIGGFDF77EA,120.91,17.45,0.0,有,
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路９１號四樓,8.91,住,,,1101017,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050810,76.25999999999999,1,1,1,有,有,9500000,134656,坡道平面,19.82,1900000,陽台外推；,RPRPMLOKKIGGFDF08EA,29.41,8.67,0.0,有,0301
汐止區,房地(土地+建物)+車位,新北市汐止區康寧街７５１巷１３號１２樓之３,17.45,都市：其他:風景區,,,1101106,土地2建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,161.57999999999998,3,2,2,有,有,12380000,90807,坡道平面,37.36,1100000,其他增建；,RPSPMLOKKIGGFDF18EA,142.04,10.72,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區安興路５號地下一層之２,11.57,住,,,1101111,土地1建物1車位1,地下一層,二十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0840513,221.31,0,1,1,有,有,6770000,30592,坡道平面,57.85,0,,RPRNMLPKKIGGFCF87EA,164.07,0.0,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區中正路２８４巷４弄３號六樓,52.15,住,,,1101006,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841024,271.05,6,3,4,有,有,30000000,110681,升降平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLPKKIGGFCF87EA,180.49,29.36,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區文中路５８號三樓,14.07,住,,,1081026,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100917,108.24000000000001,0,0,0,無,有,12990000,129658,升降機械,18.08,1300000,預售屋、或土地及建物分件登記案件；,RPOQMLNKKIGGFCF67EA,50.89,9.85,0.0,有,
新莊區,房地(土地+建物),新北市新莊區中華路二段１號二樓,4.32,商,,,1101124,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0710325,24.2,0,0,0,無,無,1976400,81669,,0.0,0,出租給KTV業者含租約；,RPVOMLOKKIGGFBF18EA,24.2,0.0,0.0,無,0263
新莊區,車位,新北市新莊區福營路３２６號地下一層,4.58,工,,,1101208,土地3建物1車位1,地下一層,十層,其他,一般廠房附屬停車空間,鋼筋混凝土造,0830526,30.810000000000002,0,0,0,有,有,1325000,,坡道平面,0.0,1325000,僅車位交易；,RPXOMLOKKIGGFBF38EA,0.0,0.0,0.0,有,0303
新莊區,車位,新北市新莊區福營路３２６號地下一層,4.58,工,,,1101208,土地3建物1車位1,地下一層,十層,其他,一般廠房附屬停車空間,鋼筋混凝土造,0830526,30.810000000000002,0,0,0,有,有,1325000,,坡道平面,0.0,1325000,僅車位交易；,SPXOMLOKKIGGFBF48EA,0.0,0.0,0.0,有,0303
林口區,房地(土地+建物)+車位,新北市林口區文化北路一段２７６號四樓,73.74,住,,,1101124,土地1建物1車位2,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040122,359.45,4,2,3,有,有,29300000,82992,坡道平面,49.78,3600000,,RPOPMLPKKIGGFBF67EA,183.32,30.37,0.0,有,
新莊區,房地(土地+建物),新北市新莊區民安路１８８巷８弄５號四樓之三,4.46,商,,,1101113,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901219,48.01,2,1,1,有,有,5800000,120808,,0.0,0,陽台外推；夾層；,RPORMLOKKIGGFBF77EA,28.8,4.6,0.0,有,
新莊區,房地(土地+建物),新北市新莊區民安西路２４５巷１號,31.2,住,,,1101125,土地1建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0770712,107.34,3,1,2,有,無,12000000,111794,,0.0,0,,RPURMLOKKIGGFBF38EA,93.69,13.65,0.0,無,
新莊區,房地(土地+建物),新北市新莊區四維路１２５巷８號四樓,21.19,住,,,1101110,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680607,79.1,4,2,3,有,無,6500000,82174,,0.0,0,頂樓增建格局1房1廳1衛頂樓加蓋；,RPQSMLOKKIGGFBF08EA,79.1,0.0,0.0,無,0305
新店區,房地(土地+建物),新北市新店區中興路二段５７巷１９號,31.45,住,,,1101005,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770524,114.88000000000001,3,2,2,有,無,20280000,176532,,0.0,0,其他增建；,RPTPMLSJKIGGFCF48EA,94.94,9.99,0.0,無,0306
新店區,房地(土地+建物),新北市新店區安和路一段２１號九樓之３,12.17,住,,,1101013,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1051018,96.47,2,2,1,有,有,11850000,122836,,0.0,0,,RPSNMLSKJIGGFCF18EA,59.77,7.69,0.0,有,0307
新店區,車位,新北市新店區安和路一段１９之１號等,0.54,住,,,1101013,土地1建物1車位1,,,其他,,,,35.19,0,0,0,有,有,1850000,,坡道平面,35.19,1850000,僅車位交易；,RPTNMLSKJIGGFCF28EA,0.0,0.0,0.0,有,0027
新莊區,房地(土地+建物)+車位,新北市新莊區中港路中慶巷２１號九樓,17.86,住,,,1101121,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960119,155.81,4,2,2,有,有,20000000,128077,坡道平面,15.27,2000000,陽台外推；其他增建；,RPTRMLPKKIGGFBF38EA,78.54,20.53,0.0,有,
新莊區,房地(土地+建物),新北市新莊區青山路一段５８之４號十二樓,15.25,住,,,1100925,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940906,126.34,3,2,2,有,有,10500000,83109,,0.0,0,陽台外推；其他增建；,RPURMLPKKIGGFBF48EA,69.28,23.44,0.0,有,0309
新莊區,房地(土地+建物)+車位,新北市新莊區榮華路二段８９號十一樓,12.57,住,,,1101104,土地1建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040601,98.28999999999999,2,2,1,有,有,14800000,163854,坡道機械,17.11,1500000,,RPVRMLPKKIGGFBF58EA,43.97,9.91,0.0,有,0310
板橋區,房地(土地+建物),新北市板橋區永豐街５４號三樓,30.5,住,,,1101106,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0651127,80.99,3,1,1,有,無,7200000,88900,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKKIGGFAF57EA,80.99,0.0,0.0,無,
新莊區,房地(土地+建物),新北市新莊區思源路５９３巷２０號四樓,28.73,住,,,1101104,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770129,117.21000000000001,4,2,2,有,無,12000000,102380,,0.0,0,,RPWNMLOKKIGGFBF18EA,96.01,11.27,0.0,無,
板橋區,土地,光華段407地號,5.39,都市：其他:道路用地,,,1101207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,129870,,0.0,0,包含公共設施保留地用地；,RPORMLOKKIGGFAF67EA,0.0,0.0,0.0,無,
板橋區,房地(土地+建物),新北市板橋區懷德街２號二樓之三,18.39,住,,,1101017,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840915,169.28,4,2,2,有,有,22500000,132916,,0.0,0,其他增建；,RPRRMLOKKIGGFAF97EA,128.87,13.84,0.0,有,0311
板橋區,房地(土地+建物),新北市板橋區大觀路三段１９８巷１號,20.67,住,,,1101202,土地1建物2車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850727,84.03,3,1,1,有,有,9200000,109485,,0.0,0,,RPQOMLPKKIGGFAF67EA,49.53,0.0,0.0,有,
板橋區,房地(土地+建物),新北市板橋區重慶路２６９巷９３號八樓,13.28,住,,,1101112,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850703,85.96,2,1,1,有,有,10920000,127036,,0.0,0,其他增建；,RPXTMLNKKIGGFAF68EA,69.1,3.89,0.0,有,
土城區,房地(土地+建物),新北市土城區延吉街５巷５號三樓,24.47,住,,,1101111,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670905,74.34,2,1,1,有,無,6800000,91472,,0.0,0,,RPPQMLNKKIGGFAF57EA,74.34,0.0,0.0,無,
板橋區,房地(土地+建物),新北市板橋區互助街８６號三樓,19.2,住,,,1101024,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.29,3,2,1,有,無,9380000,113987,,0.0,0,陽台外推；其他增建；,RPUQMLNKKIGGFAF08EA,82.29,0.0,0.0,無,
土城區,房地(土地+建物),新北市土城區學享街４１之１號三樓,24.7,住,,,1101012,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050525,101.35,3,2,1,有,有,14500000,143069,,0.0,0,陽台外推；夾層；,RPUSMLNKKIGGFAF28EA,51.59,10.77,0.0,有,0312
三峽區,房地(土地+建物)+車位,新北市三峽區國慶路１１６號七樓,27.71,住,,,1101117,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950524,195.45,4,2,2,有,有,18800000,96188,坡道平面,30.05,0,陽台外推；其他增建；,RPPNMLPKKIGGFIF18DA,103.02,11.81,0.0,有,
三峽區,土地,麻園段1398地號,278.0,,鄉村區,乙種建築用地,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21000000,75540,,0.0,0,,RPPPMLNKKIGGFIF18DA,0.0,0.0,0.0,無,
三峽區,土地,安溪段1036地號,150.12,商,,,1101124,土地14建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13623000,90747,,0.0,0,包含公共設施保留地用地；,RPQPMLNKKIGGFIF28DA,0.0,0.0,0.0,無,0313
三峽區,土地,安溪段1039地號,407.02,商,,,1101124,土地13建物0車位0,,,其他,,,,0.0,0,0,0,有,無,36936000,90747,,0.0,0,包含公共設施保留地用地；,RPRPMLNKKIGGFIF38DA,0.0,0.0,0.0,無,0313
樹林區,房地(土地+建物),新北市樹林區太元街１８號六樓,10.47,住,,,1101107,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840513,83.72,2,2,1,有,有,8880000,106068,,0.0,0,陽台外推；,RPSPMLNKKIGGFIF48DA,59.63,9.82,0.0,有,0315
樹林區,房地(土地+建物),新北市樹林區文化街６９號,22.52,住,,,1101019,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821016,127.53,4,2,2,有,有,13000000,101937,,0.0,0,其他增建；,RPSOMLNKKIGGFIF38DA,96.57,8.99,0.0,有,
樹林區,房地(土地+建物)+車位,新北市樹林區俊英街１１１巷８之１３號三樓,21.94,住,,,1101114,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840727,115.36,3,2,2,有,有,9300000,80617,坡道機械,0.0,1000000,陽台外推；,RPPPMLOKKIGGFIF28DA,76.62,8.68,0.0,有,0316
三峽區,房地(土地+建物)+車位,新北市三峽區國慶路１４８號二樓之三,22.7,住,,,1101101,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951208,163.88,3,2,2,有,有,16500000,100683,坡道平面,38.32,0,,RPQPMLOKKIGGFIF38DA,85.91,6.3,0.0,有,
樹林區,房地(土地+建物),新北市樹林區龍興街１４巷１５號,20.5,都市：其他:住宅區,,,1101118,土地2建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650218,72.0,2,1,1,有,無,7400000,102778,,0.0,0,其他增建；,RPQNMLKKKIGGFIF77DA,72.0,0.0,0.0,無,0317
樹林區,房地(土地+建物),新北市樹林區龍興街３２巷３９號四樓,36.26,住,,,1101020,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751114,108.83,3,2,2,有,無,7250000,66618,,0.0,0,,RPUPMLSJKIGGFIF09DA,100.68,8.15,0.0,無,
三峽區,房地(土地+建物),新北市三峽區大智路４３號十二樓,13.51,住,,,1101107,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950123,89.18,2,2,1,有,有,9000000,100908,,0.0,0,陽台外推；,RPTOMLNJKIGGFIF38DA,54.78,8.42,0.0,有,
中和區,房地(土地+建物),新北市中和區民有街３７號六樓,17.87,住,,,1101030,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1090120,132.78,3,2,3,有,有,23050000,173595,,0.0,0,,RPOSMLSJKIGGFHF68DA,78.34,12.02,0.0,有,
三峽區,房地(土地+建物),新北市三峽區光明路８８號二樓,10.2,住,,,1101109,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831027,61.74,1,1,1,有,有,5200000,84224,,0.0,0,,RPWNMLLJKIGGFIF38DA,43.07,0.0,0.0,有,0318
鶯歌區,房地(土地+建物),新北市鶯歌區中山路３２９巷２６弄２１號十一樓,8.78,商,,,1101009,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991021,73.32,2,2,1,有,有,7460000,101746,,0.0,0,,RPQTMLKLIIGGFIF28DA,49.18,3.31,0.0,有,
鶯歌區,房地(土地+建物),新北市鶯歌區仁愛路１５號八樓,18.11,商,,,1101121,土地1建物1車位0,八層，見其他登記事項,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990521,133.16,4,2,2,有,無,11900000,89366,,0.0,0,夾層；,RPROMLPLJIGGFIF48DA,72.56,12.82,0.0,有,
樹林區,房地(土地+建物)+車位,新北市樹林區學成路６１５號十一樓,14.56,商,,,1101118,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990128,174.74,3,2,2,有,有,19000000,108733,坡道平面,39.59,0,,RPUNMLNLJIGGFIF48DA,83.76,12.94,0.0,有,0319
鶯歌區,房地(土地+建物),新北市鶯歌區二橋街８９號,74.37,住,,,1101115,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0701231,132.08,6,1,3,有,無,5600000,42399,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPXNMLNLJIGGFIF78DA,121.68,10.4,0.0,無,
樹林區,房地(土地+建物),新北市樹林區太順街９６巷１６弄４號二樓,25.0,住,,,1101101,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730424,79.96,2,2,1,有,無,7500000,93797,,0.0,0,陽台外推；,RPQOMLNLJIGGFIF18DA,66.42,13.54,0.0,無,
中和區,房地(土地+建物),新北市中和區圓通路３６７巷２０弄１號,23.15,住,,,1101106,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0720707,99.11,1,1,1,有,無,10250000,103420,,0.0,0,,RPPNMLPKKIGGFHF08DA,92.34,6.77,0.0,無,
永和區,房地(土地+建物),新北市永和區永安街３７號四樓,18.45,商,,,1101111,土地2建物1車位0,四層，陽台,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680718,108.84,3,2,2,有,無,13400000,123117,,0.0,0,陽台外推；,RPTSMLOKKIGGFHF88DA,108.84,0.0,0.0,有,
永和區,房地(土地+建物),新北市永和區永平路１５４號二樓,22.18,住,,,1101119,土地2建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691210,97.16,2,2,1,有,無,12900000,132771,,0.0,0,陽台外推；,RPWSMLOKKIGGFHF56DA,97.16,0.0,0.0,無,
永和區,房地(土地+建物),新北市永和區民樂街６９巷８號四樓,22.16,住,,,1101114,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680831,82.02,3,2,1,有,無,11250000,137162,,0.0,0,陽台外推；,RPUSMLPKKIGGFHF09DA,82.02,0.0,0.0,無,
永和區,土地,四維段127-3地號,48.0,都市：其他:道路用地,,,1101118,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4669000,97271,,0.0,0,包含公共設施保留地用地；,RPURMLRJKIGGFHF09DA,0.0,0.0,0.0,無,0320
中和區,房地(土地+建物),新北市中和區中正路２１號十六樓之六,2.12,都市：其他:住宅區,,,1101108,土地3建物1車位0,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,27.78,0,1,1,有,有,4800000,172786,,0.0,0,其他增建；,RPVSMLRJKIGGFHF66DA,24.21,0.0,0.0,有,
中和區,房地(土地+建物),新北市中和區中和路３２４巷５號三樓,41.35,住,,,1101111,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0631010,96.84,4,2,2,有,無,13700000,141470,,0.0,0,其他增建；,RPRQMLKKKIGGFHF08DA,96.84,0.0,0.0,無,0321
中和區,土地,莒光段1012地號,130.12,都市：其他:道路用地,,,1101126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22259966,171073,,0.0,0,包含公共設施保留地用地；,RPUOMLOKKIGGFHF58DA,0.0,0.0,0.0,無,0322
永和區,房地(土地+建物),新北市永和區文化路１９２巷１４弄１８號四樓,40.5,住,,,1101118,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680503,74.58,3,2,1,有,無,8000000,107267,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLOKKIGGFHF78DA,74.58,0.0,0.0,無,
中和區,土地,莒光段1012地號,130.12,都市：其他:道路用地,,,1101126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22259965,171073,,0.0,0,包含公共設施保留地用地；,RPXOMLOKKIGGFHF88DA,0.0,0.0,0.0,無,0322
中和區,土地,自強段162地號,75.45,都市：其他:道路用地,,,1101126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7399445,98071,,0.0,0,包含公共設施保留地用地；,RPQPMLOKKIGGFHF28DA,0.0,0.0,0.0,無,0324
中和區,土地,自強段162地號,75.45,都市：其他:道路用地,,,1101126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7399444,98071,,0.0,0,包含公共設施保留地用地；,RPRPMLOKKIGGFHF38DA,0.0,0.0,0.0,無,0324
中和區,土地,自強段162地號,75.45,都市：其他:道路用地,,,1101126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7399444,98071,,0.0,0,包含公共設施保留地用地；,RPSPMLOKKIGGFHF48DA,0.0,0.0,0.0,無,0324
中和區,土地,自強段162地號,75.45,都市：其他:道路用地,,,1101126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7399444,98071,,0.0,0,包含公共設施保留地用地；,RPTPMLOKKIGGFHF58DA,0.0,0.0,0.0,無,0324
中和區,房地(土地+建物),新北市中和區景新街５６０號十樓之五,5.4,住,,,1101112,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,32.160000000000004,1,1,1,有,有,4400000,136816,,0.0,0,陽台外推；,RPRQMLOKKIGGFHF48DA,15.93,4.67,0.0,有,
中和區,房地(土地+建物)+車位,新北市中和區大勇街９６號五樓,34.87,,,,1101109,土地2建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1010116,196.81,4,2,2,有,有,28500000,144810,坡道平面,27.7,0,,RPVRMLOKKIGGFHF98DA,112.19,10.68,0.0,有,0328
中和區,房地(土地+建物),新北市中和區員山路５９３號二十二樓,25.24,住,,,1100926,土地1建物1車位0,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1060808,225.85,3,2,2,有,有,38580000,170821,,0.0,0,,RPOSMLOKKIGGFHF38DA,122.42,26.87,0.0,有,
中和區,房地(土地+建物),新北市中和區橋安街２１號四樓,42.44,工,,,1101029,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0870423,206.97,5,2,2,有,有,17000000,82138,,0.0,0,依使用現況點交,RPQSMLOKKIGGFHF58DA,152.47,0.0,0.0,有,0329
中和區,車位,新北市中和區員山路５８５號等,1.08,住,,,1100926,土地1建物1車位1,,,其他,,,,20.22,0,0,0,有,有,2100000,,坡道平面,20.22,2100000,僅車位交易；,RPRSMLOKKIGGFHF68DA,0.0,0.0,0.0,有,0027
