鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
汐止區,房地(土地+建物)+車位,新北市汐止區福德二路１２８號７樓,26.34,住,,,1101116,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781207,186.27,4,3,3,有,有,17200000,92339,坡道平面,0.0,0,頂樓加蓋；,RPRQMLTJKIGGFDF48DA,145.67,26.42,0.0,有,
汐止區,房地(土地+建物),新北市汐止區明峰街１２９之４號１０樓,13.57,住,,,1101021,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880109,77.07,3,2,2,有,有,10500000,136240,,0.0,0,陽台外推；夾層；,RPXNMLRJKIGGFDF58DA,51.3,9.64,0.0,有,
汐止區,房地(土地+建物)+車位,新北市汐止區莊敬街１２８號１７樓之６,6.36,,,,1101121,土地1建物1車位1,十七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841110,66.1,1,1,1,有,有,7900000,119516,坡道機械,0.0,0,,RPWNMLTJKIGGFDF68DA,56.84,4.58,0.0,有,0153
金山區,車位,新北市金山區仁愛路１５之１號等,3.59,住,,,1101102,土地1建物1車位7,,,其他,,,,254.74,0,0,0,有,有,4900000,,坡道平面,254.74,0,買賣總價款拆分:1.土地價款:245萬元2.建物價款:245萬元親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPUOMLKKKIGGFDF77DA,0.0,0.0,0.0,有,0027
汐止區,房地(土地+建物),新北市汐止區大同路二段３１２巷９弄８號５樓,31.8,都市：其他:第二種住宅區,,,1100224,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770212,114.57,3,2,2,有,有,7350000,64153,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPTNMLNKKIGGFDF87DA,107.71,4.36,0.0,無,
汐止區,房地(土地+建物)+車位,新北市汐止區康寧街７５１巷３號１８樓之１,14.12,都市：其他:風景區,,,1100920,土地2建物1車位1,十八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,128.72,2,2,1,有,有,8600000,83187,坡道平面,37.36,1000000,,RPRPMLTJKIGGFDF38DA,112.4,9.35,0.0,有,
汐止區,房地(土地+建物)+車位,新北市汐止區新興路１３９號,21.41,住,,,1101026,土地1建物1車位1,一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070213,146.49,2,2,1,有,有,16000000,109222,坡道平面,0.0,0,,RPXPMLTJKIGGFDF98DA,72.21,6.92,0.0,有,0155
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街１１０巷９７弄１２之２號１９樓,70.86,,山坡地保育區,丙種建築用地,1101116,土地8建物1車位1,十九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,250.13,3,2,2,有,有,17300000,69164,坡道平面,36.95,0,陽台外推；,RPRNMLMKKIGGFDF57DA,173.15,18.95,0.0,有,
汐止區,房地(土地+建物)+車位,新北市汐止區康寧街７５１巷２３號３樓之３,24.9,都市：其他:風景區,,,1101102,土地2建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,229.98000000000002,4,2,2,有,有,16000000,69571,坡道平面,37.81,0,陽台外推；,RPPNMLRJKIGGFDF77DA,195.98,19.32,0.0,有,
汐止區,車位,新北市汐止區福德一路１０９之２號,0.08,住,,,1101126,土地1建物1車位1,一層,十四層,其他,管理員室,鋼筋混凝土造,0970722,31.09,0,0,0,有,有,2000000,,坡道平面,31.08,2000000,僅車位交易；,RPQPMLLJKIGGFDF47DA,0.0,0.0,0.0,有,0156
汐止區,土地,水源段184地號,8853.91,都市：其他:保護區,,,1101027,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,75000000,8471,,0.0,0,,RPPQMLTLJIGGFDF38DA,0.0,0.0,0.0,無,
汐止區,房地(土地+建物),新北市汐止區康寧街８８５巷１１號４樓,38.36,,山坡地保育區,丙種建築用地,1101109,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0881014,88.34,3,2,2,有,有,5400000,61127,,0.0,0,其他增建:陽台。其他增建；,RPSQMLTLJIGGFDF68DA,59.0,8.29,0.0,無,0157
汐止區,房地(土地+建物),新北市汐止區明峰街２９７巷１號,34.23,住,,,1101031,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0780429,126.38,1,1,1,有,無,20400000,161418,,0.0,0,其他增建:騎樓、防火巷。其他增建；,RPVNMLKKJIGGFDF67DA,110.1,7.31,0.0,無,
新店區,房地(土地+建物),新北市新店區華城一路１６－６號二樓,155.52,都市：其他:第一種住宅區,,,1101117,土地1建物1車位0,二層，三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840531,128.48,6,3,3,有,有,18500000,143991,,0.0,0,,RPORMLSJKIGGFCF08DA,118.74,9.74,0.0,無,0158
新店區,土地,斯馨段88地號,1110.05,住,,,1101203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,554054972,499126,,0.0,0,,RPWOMLKKKIGGFCF87DA,0.0,0.0,0.0,無,0159
新店區,房地(土地+建物),新北市新店區中正路５０４號五樓,35.75,住,,,1101115,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0750118,145.76,0,0,0,無,無,13200000,90560,,0.0,0,交易總價已考量屋況瑕疵，以現況點交。建物主要用途為工業用，土地使用分區為住宅區。頂樓加蓋；瑕疵物件；,RPOPMLKKKIGGFCF17DA,126.96,9.39,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區十四張路３８３號十五樓,9.55,住,,,1070526,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100906,98.36,2,2,1,有,有,13880000,141114,坡道平面,27.35,0,預售屋、或土地及建物分件登記案件；,RPOPMLTJKIGGFCF97DA,43.14,4.43,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區十四張路３８３號十三樓之３,9.24,住,,,1070603,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100906,92.27000000000001,2,2,1,有,有,13000000,140891,坡道平面,25.16,0,109/12/11 讓渡預售屋、或土地及建物分件登記案件；,RPQPMLTJKIGGFCF18DA,40.79,4.17,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區華城路６２之２１號,390.32,都市：其他:風景區,,,1101118,土地1建物1車位3,全,三層,透天厝,住家用,鋼筋混凝土構造,1061215,380.9,5,2,5,有,有,56880000,149331,坡道平面,45.0,0,毛胚屋；,RPUPMLTJKIGGFCF58DA,348.14,31.12,0.0,有,
新店區,房地(土地+建物),新北市新店區如意街１３巷３弄８號五樓,52.51,都市：其他:已開發建築密集地區,,,1101104,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871211,108.58999999999999,4,2,2,有,有,9200000,84722,,0.0,0,,RPXPMLTJKIGGFCF88DA,78.98,10.09,0.0,有,
新店區,房地(土地+建物),新北市新店區北新路一段７７號九樓之５,6.87,商,,,1101021,土地1建物1車位0,九層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1081112,100.44,2,1,2,有,有,19080000,189964,,0.0,0,,RPRQMLTJKIGGFCF38DA,60.03,7.25,0.0,有,0160
新店區,房地(土地+建物),新北市新店區文化路７３巷７號,63.72,住,,,1100823,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0600123,115.0,5,1,4,有,無,12800000,111304,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPRNMLKKKIGGFCF27DA,115.0,0.0,0.0,無,
新店區,房地(土地+建物)+車位,新北市新店區三民路６７號八樓,15.72,住,,,1070423,土地3建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,146.97,2,2,2,有,無,19680000,175219,坡道平面,47.78,2300000,預售屋、或土地及建物分件登記案件；,RPOOMLSJKIGGFCF77DA,62.3,6.6,0.0,有,
新店區,房地(土地+建物),新北市新店區三民路６３號十二樓之１,7.74,住,,,1070824,土地3建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,55.78,1,1,1,有,無,9700000,173897,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQOMLSJKIGGFCF97DA,35.75,2.97,0.0,有,
新店區,房地(土地+建物),新北市新店區三民路６５號六樓,10.09,住,,,1070424,土地3建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,72.88,2,2,1,有,無,12200000,167398,,0.0,0,預售屋、或土地及建物分件登記案件；,RPROMLSJKIGGFCF08DA,43.62,7.08,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區三民路６７號六樓,15.72,住,,,1070424,土地3建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,146.97,3,2,2,有,無,18950000,169372,坡道平面,47.78,2150000,預售屋、或土地及建物分件登記案件；,SPROMLSJKIGGFCF18DA,62.3,6.6,0.0,有,
深坑區,房地(土地+建物)+車位,新北市深坑區埔新街９２之４號三樓,25.47,住,,,1100902,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951019,142.98,3,2,1,有,有,13400000,93719,坡道平面,25.54,0,,RPSOMLSJKIGGFCF18DA,76.22,11.66,0.0,有,0161
新店區,房地(土地+建物)+車位,新北市新店區三民路６３號三樓,17.84,住,,,1070723,土地3建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,162.39,3,2,2,有,無,21100000,162290,坡道平面,47.78,2500000,預售屋、或土地及建物分件登記案件；,RPQNMLSJKIGGFCF87DA,73.25,6.38,0.0,有,
新店區,房地(土地+建物),新北市新店區三民路６３號十二樓之２,15.72,住,,,1090527,土地3建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,112.72999999999999,3,2,2,有,無,19300000,171206,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSNMLSJKIGGFCF08DA,67.36,11.24,0.0,有,
新店區,房地(土地+建物),新北市新店區三民路６３號七樓之１,7.74,住,,,1090122,土地3建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,55.78,1,1,1,有,無,9180000,164575,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTNMLSJKIGGFCF18DA,35.75,2.97,0.0,有,
新店區,房地(土地+建物),新北市新店區三民路６３號二樓之２,6.81,住,,,1091104,土地3建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,49.13,1,1,1,有,無,7820000,159170,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVNMLSJKIGGFCF38DA,29.58,4.62,0.0,有,
新店區,房地(土地+建物),新北市新店區三民路６５號四樓,10.09,住,,,1070710,土地3建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,72.88,2,2,1,有,無,12000000,164654,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWNMLSJKIGGFCF48DA,43.62,7.08,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區安祥路１０６巷２７號三樓,66.59,,山坡地保育區,丙種建築用地,1100923,土地1建物1車位1,三層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870609,113.41,2,2,1,有,有,6270000,66331,坡道平面,33.96,1000000,陽台外推；,RPTPMLRJKIGGFCF28DA,61.76,7.97,0.0,有,0162
深坑區,房地(土地+建物),新北市深坑區北深路二段４３巷１１弄８號三樓,18.76,住,,,1101106,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831117,96.71,3,2,2,有,有,9300000,96164,,0.0,0,陽台外推；,RPQRMLQJKIGGFCF08DA,70.31,8.66,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區北新路一段７９號二十六樓之５,11.24,商,,,1101113,土地1建物1車位1,二十六層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1081112,185.76,4,2,2,有,有,39030000,216016,坡道平面,21.05,3450000,,RPPNMLRJKIGGFCF67DA,88.98,21.35,0.0,有,
新店區,房地(土地+建物),新北市新店區新生街３巷９號三樓,33.75,住,,,1101123,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0610518,80.94,2,1,1,有,無,10000000,123548,,0.0,0,,RPPRMLNJKIGGFCF67DA,80.94,0.0,0.0,無,0163
深坑區,房地(土地+建物),新北市深坑區深南路２５號五樓,41.37,,山坡地保育區,丙種建築用地,1101107,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,89.57000000000001,2,2,1,有,有,6580000,73462,,0.0,0,陽台外推；其他增建；,RPWNMLLJKIGGFCF77DA,69.27,9.24,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區安祥路１５２巷２弄１號四樓,295.28,,山坡地保育區,丙種建築用地,1100722,土地10建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1071121,239.22000000000003,4,2,2,有,有,18100000,79635,坡道平面,33.28,1700000,預售屋、或土地及建物分件登記案件；,RPTNMLOLJIGGFCF87DA,134.2,16.57,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區安祥路１５６巷４０號,250.19,,山坡地保育區,丙種建築用地,1100906,土地10建物1車位2,一層，二層，三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070606,289.88,3,3,3,有,有,25580000,102657,坡道平面,73.82,3400000,二個車位價格無法拆算預售屋、或土地及建物分件登記案件；,RPWNMLOLJIGGFCF18DA,149.62,18.8,0.0,有,
新店區,房地(土地+建物)+車位,新北市新店區玫瑰路４７巷５號,38.52,都市：其他:已開發建築密集地區,,,1101024,土地8建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740717,143.52,3,2,2,有,有,11600000,80825,坡道平面,0.0,0,車位面積無法概算其他增建；,RPPSMLMLJIGGFCF77DA,99.79,14.05,0.0,有,
新店區,房地(土地+建物),新北市新店區安德街１３０巷１５號二樓,26.58,住,,,1101104,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760815,89.92,3,2,2,有,無,7300000,81183,,0.0,0,其他增建；,RPSPMLOLJIGGFCF97DA,81.21,8.71,0.0,無,
新店區,房地(土地+建物)+車位,新北市新店區十四張路３８１號六樓之５,6.78,住,,,1070630,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100906,77.75,1,2,1,有,有,9760000,125531,坡道平面,27.35,0,110/10/10 讓渡預售屋、或土地及建物分件登記案件；,RPQRMLSKJIGGFCF28DA,29.35,4.41,0.0,有,
深坑區,房地(土地+建物),新北市深坑區深南路２１４號九樓,37.72,,山坡地保育區,丙種建築用地,1100911,土地2建物1車位0,,,華廈(10層含以下有電梯),,,,91.6,3,2,2,有,有,7300000,79694,,0.0,0,夾層；,RPWNMLLJIIGGFCF57DA,0.0,0.0,0.0,有,0027
新店區,土地,青潭段四十分小段475-2地號,207.81,,山坡地保育區,林業用地,1101012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,380884,1833,,0.0,0,,RPRQMLMJJIGGFCF57DA,0.0,0.0,0.0,無,0165
林口區,房地(土地+建物)+車位,新北市林口區信義路３５８號十四樓,14.21,住,,,1101113,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070125,125.88999999999999,2,2,1,有,有,13300000,105648,坡道平面,27.12,0,,RPWRMLTJKIGGFBF88DA,57.62,8.04,0.0,有,0166
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段６２號十六樓之二,23.2,住,,,1101111,土地1建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831028,164.54,3,2,2,有,有,12200000,74146,坡道平面,37.27,0,,RPVNMLKKKIGGFBF57DA,130.72,11.72,0.0,有,
五股區,房地(土地+建物)+車位,新北市五股區新城八路３６號十四樓,12.92,商,,,1101115,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,119.71000000000001,2,2,1,有,有,11000000,91889,坡道平面,0.0,0,,RPXPMLTJKIGGFBF78DA,52.81,5.34,0.0,有,0167
新莊區,房地(土地+建物)+車位,新北市新莊區中正路３６８號六樓,9.21,住,,,1101015,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031020,106.47,2,1,1,有,有,11800000,110829,坡道平面,27.65,0,,RPOQMLTJKIGGFBF97DA,36.68,15.12,0.0,有,0168
新莊區,房地(土地+建物)+車位,新北市新莊區思源路２３０巷７號二十一樓,56.72,住,,,1101111,土地1建物1車位2,二十一層，二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1070717,409.61,0,0,4,有,有,55300000,151997,坡道平面,73.42,4200000,毛胚屋；,RPVPMLTJKIGGFBF58DA,194.54,36.49,0.0,有,0169
林口區,房地(土地+建物)+車位,新北市林口區文化二路二段１１６號六樓,32.07,住,,,1101008,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950705,218.22,4,2,3,有,有,18100000,82944,坡道平面,34.54,0,,RPVSMLSJKIGGFBF78DA,129.26,9.43,0.0,有,
新莊區,房地(土地+建物)+車位,新北市新莊區思源路３７０巷７號十一樓,15.15,住,,,1101030,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081017,108.45,1,1,1,有,有,13800000,127248,坡道平面,32.3,0,,RPSPMLTJKIGGFBF28DA,40.06,4.24,0.0,有,0170
五股區,房地(土地+建物)+車位,新北市五股區新城六路１６７號十三樓,5.6,商,,,1101023,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100517,80.28,2,2,1,有,有,9000000,128772,坡道平面,28.25,2300000,含裝潢費240000元；含傢俱設備費；,RPWRMLSJKIGGFBF78DA,29.44,5.68,0.0,有,
五股區,房地(土地+建物)+車位,新北市五股區新城六路１７１號五樓,9.52,商,,,1100829,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100517,121.03999999999999,3,2,2,有,有,13680000,124322,坡道平面,30.71,2450000,含裝潢費410000元；含傢俱設備費；,RPOSMLSJKIGGFBF08DA,49.52,11.45,0.0,有,
五股區,房地(土地+建物)+車位,新北市五股區新城六路１７１號十樓,9.52,商,,,1101003,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100517,121.03999999999999,3,2,2,有,有,14000000,127864,坡道平面,30.71,2450000,含裝潢費550000元；含傢俱設備費；,RPPSMLSJKIGGFBF18DA,49.52,11.45,0.0,有,
五股區,土地,新塭段新塭小段250-1地號,8283.0,,一般農業區,交通用地,1101006,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,433000000,52276,,0.0,0,,RPSPMLLKKIGGFBF57DA,0.0,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,新北市新莊區思源路３７０巷８號五樓,37.28,住,,,1101107,土地1建物1車位2,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030418,302.0,4,2,2,有,有,35900000,118874,坡道平面,72.68,0,,RPXQMLKKKIGGFBF08DA,128.9,25.21,0.0,有,0171
五股區,房地(土地+建物)+車位,新北市五股區新城八路３３０號十四樓,8.96,商,,,1101028,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100517,115.72,3,2,2,有,有,12400000,117045,坡道平面,30.71,2450000,含傢俱設備費；,RPTRMLSJKIGGFBF48DA,46.7,10.68,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區南勢街２１號八樓,17.94,住,,,1100926,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040819,146.44,3,2,2,有,有,13500000,92188,坡道平面,30.49,0,,RPSOMLNJKIGGFBF57DA,72.13,9.27,0.0,有,0172
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段２３０巷２２弄１號三樓,15.47,住,,,1101030,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840704,99.64,3,2,2,有,有,9380000,94139,坡道平面,0.0,0,陽台外推；其他增建；,RPQOMLSJKIGGFBF87DA,51.27,8.93,0.0,有,
林口區,土地,力行段622地號,2559.3,住,,,1100917,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,979347820,382662,,0.0,0,,RPXOMLSJKIGGFBF58DA,0.0,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,新北市新莊區中原路２３６號九樓,38.77,住,,,1101106,土地1建物1車位2,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041104,312.93,4,2,3,有,有,39500000,138296,坡道平面,59.85,4500000,,RPWNMLLJKIGGFBF67DA,151.0,20.19,0.0,有,0173
新莊區,房地(土地+建物)+車位,新北市新莊區中智街５６號十二樓,39.06,住,,,1100801,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030812,292.30999999999995,3,2,2,有,有,38000000,145794,坡道平面,48.13,2400000,,RPSTMLMLJIGGFBF08DA,139.91,19.01,0.0,有,0174
林口區,房地(土地+建物),新北市林口區自強二街１１號二樓,24.75,住,,,1101026,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741209,67.11,3,1,1,有,無,4400000,65564,,0.0,0,陽台外推；,RPOOMLKLJIGGFBF96DA,58.91,8.2,0.0,無,0175
林口區,房地(土地+建物)+車位,新北市林口區中山路３８號,174.0,住,,,1101121,土地1建物1車位2,全,三層,透天厝,住商用,鋼筋混凝土造,0960525,392.06,5,2,6,有,有,42000000,107126,坡道平面,0.0,0,,RPUPMLLLJIGGFBF77DA,261.2,34.37,0.0,無,0176
新莊區,房地(土地+建物)+車位,新北市新莊區中平路２８８號八樓,21.12,住,,,1101012,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870714,155.73,1,1,1,有,有,14280000,91697,坡道平面,42.1,0,,RPXPMLNLJIGGFBF28DA,75.29,10.48,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區東明三街３４８號,154.1,住,,,1101113,土地1建物1車位2,全,三層,透天厝,住家用,鋼筋混凝土造,0971121,334.85,5,2,3,有,有,25880000,77288,坡道平面,36.58,0,陽台外推；,RPUOMLSKJIGGFBF28DA,224.42,28.08,0.0,無,0177
新莊區,房地(土地+建物)+車位,新北市新莊區中德路３１號五樓,12.34,商,,,1101117,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1100812,123.75999999999999,0,1,0,有,有,14980000,148140,坡道平面,36.14,2000000,,RPVPMLRKJIGGFBF38DA,51.75,4.48,0.0,有,0178
新莊區,房地(土地+建物),新北市新莊區中泰街６２巷９弄１２號,19.6,住,,,1101102,土地1建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750130,73.55,2,1,1,有,無,10680000,145207,,0.0,0,其他增建；,RPWPMLRKJIGGFBF48DA,63.91,9.64,0.0,無,
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段２２８號十一樓,25.16,住,,,1101027,土地1建物1車位2,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1071018,258.86,3,2,2,有,有,26880000,129061,坡道平面,78.48,3600000,,RPQPMLPKJIGGFBF67DA,100.98,17.84,0.0,有,
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段２３２號十四樓,24.22,住,,,1101102,土地1建物1車位1,十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1071018,219.59,3,2,2,有,有,26350000,136275,坡道平面,39.44,1800000,,RPUPMLPKJIGGFBF08DA,100.9,17.76,0.0,有,
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段２８６號二十六樓,20.03,商,,,1101112,土地1建物1車位1,二十六層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070628,250.66000000000003,3,2,3,有,有,27880000,111226,坡道平面,15.12,0,含仲介費；,RPWSMLMKJIGGFBF28DA,141.49,21.84,0.0,有,0179
新莊區,房地(土地+建物),新北市新莊區天祥街７２巷１６號四樓,34.11,住,,,1101103,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770708,111.83,3,2,2,有,無,9400000,84056,,0.0,0,其他增建；,RPXSMLMKJIGGFBF38DA,100.37,11.46,0.0,無,
新莊區,房地(土地+建物),新北市新莊區新樹路２０６巷５８號四樓,8.58,工,,,1101102,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0960808,51.45,3,1,2,有,有,4250000,82604,,0.0,0,,RPOOMLNJJIGGFBF07DA,32.03,5.82,0.0,有,
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段２３２號十三樓,24.22,住,,,1101004,土地1建物1車位1,十三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1071018,219.59,3,2,2,有,有,26000000,135165,坡道平面,39.44,1650000,,RPSNMLPKIIGGFBF57DA,100.9,17.76,0.0,有,
新莊區,房地(土地+建物)+車位,新北市新莊區西盛街３１１巷２９號,15.01,住,,,1090726,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,136.18,2,2,1,有,無,13100000,130951,升降平面,46.07,1300000,,RPRRMLSJRHGGFBF88DA,63.21,0.0,0.0,有,
新莊區,房地(土地+建物),新北市新莊區西盛街３１１巷２９號十樓,14.25,住,,,1090921,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,88.67,2,2,1,有,無,9900000,111650,,0.0,0,,RPPSMLSJRHGGFBF78DA,57.49,4.73,0.0,有,
新莊區,房地(土地+建物),新北市新莊區西盛街３１１巷２７號七樓,10.7,住,,,1080914,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,66.29,1,1,1,有,無,7180000,108312,,0.0,0,,RPWSMLSJRHGGFBF86DA,40.26,6.19,0.0,有,
